StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q1,Q3,P_MD_A,P_MD_B,P_MD_C,P_MD_D,P_MD_A_2C,P_MD_B_2C,P_MD_C_2C,P_MD_D_2C,Pharma_OE,T_MD_A,T_MD_B,T_MD_C,T_MD_D,T_MD_A_2C,T_MD_B_2C,T_MD_C_2C,T_MD_D_2C,Training_OE,Q66,PROLIFIC_PID,pay,time,STUDY_ID,SESSION_ID,threshold,comparative,prob,vignette,condition,propstab2,propstab3,propstab4,propstab5,propstab1,propstab6
5/24/22 11:49,5/24/22 11:53,IP Address,*******,100,277,TRUE,5/24/22 11:53,R_3FQGc9j0qdIGAu7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,608b0536050591bc22be9e84,Yes,No,No,No,,,,,I learned the reptol is more effective if taken with food. Without food reptol dropped 15% effectiveness. Psylo didn't seem to help either with food or without food in reducing the severity of headaches.,,,,,,,,,,,608b0536050591bc22be9e84,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1a96c78384cbc885b87a,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:51,5/24/22 11:53,IP Address,*******,100,173,TRUE,5/24/22 11:53,R_1g5b3ub3ELxdlaY,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,58503134ed99c80001cebc0a,,,,,,,,,,Yes,Yes,No,No,,,,,The ones that used case studies tended to do better than the ones that used simulations. Surprisingly it taking place on the weekend or not did not effect the outcome too much.,none,58503134ed99c80001cebc0a,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1b0121c854977c151017,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 11:50,5/24/22 11:53,IP Address,*******,100,202,TRUE,5/24/22 11:53,R_3L78vLOOeCK471n,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5eda93dcca52056b992dc4e7,Yes,No,No,No,,,,,"Reptile type 1 appeared to have the best results and is the only medication that I would stock, according to the instructions given by my manager. The others don't come close to making the threshold ",,,,,,,,,,,5eda93dcca52056b992dc4e7,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1ae4c0b60d8a8d2fe16f,80,No,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:52,5/24/22 11:54,IP Address,*******,100,139,TRUE,5/24/22 11:54,R_1dt2B6Ao9byYeVC,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,56f2a49ced0cf600069131cd,,,,,,,,,,Yes,Yes,No,No,,,,,The higher ratings were offered with case studies and taking place on the weekends.,,56f2a49ced0cf600069131cd,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1b4df3d319bd60793790,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 11:51,5/24/22 11:55,IP Address,*******,100,281,TRUE,5/24/22 11:55,R_1o5N2zp3nAsVELm,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6266a95d927943d0147dc188,Yes,Yes,No,No,Yes,No,No,No,It seems that Retool has an ingredient that reaches more people who have frequent headaches.,,,,,,,,,,,6266a95d927943d0147dc188,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1afb6f41232b71b0c8c8,80,No,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:54,5/24/22 11:56,IP Address,*******,100,88,TRUE,5/24/22 11:56,R_1hzhkuOSbIq9iz2,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60fcd8cbdcebde3d58562aeb,,,,,,,,,,Yes,No,No,No,,,,,One type has more success in training employees. I would be interested to see data on how people learn best/retain information ,,60fcd8cbdcebde3d58562aeb,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1bed3f65c21298f0b5a1,80,No,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:52,5/24/22 11:57,IP Address,*******,100,265,TRUE,5/24/22 11:57,R_2UYlD7xJuGrmBvQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60af211b4a5d9a8452b7df3f,Yes,No,No,No,,,,,"Only one works at 85%, another at 70%, the other two are trash.",,,,,,,,,,,60af211b4a5d9a8452b7df3f,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1b5dc78384cbc885b884,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:55,5/24/22 11:57,IP Address,*******,100,150,TRUE,5/24/22 11:57,R_1F3Nm68IeG68Osy,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6044dfc230e44b5793804ba6,,,,,,,,,,Yes,Yes,No,No,,,,,"I haven't learned much, just that I'm supposed to pick programs which lead to at least 50 percent of new hires to become successful employees.",,6044dfc230e44b5793804ba6,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1bd4e50682ba7590b07b,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:54,5/24/22 11:58,IP Address,*******,100,236,TRUE,5/24/22 11:58,R_3rMOHmYuYkZTJ5J,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,607dd7414afd1bb8bce441d9,Yes,Yes,No,No,,,,,Active ingredients in varying amounts affect headaches differently. Reptile seems more effective than Psylo. Food taken with the medication may negatively affect efficacy.,,,,,,,,,,,607dd7414afd1bb8bce441d9,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1bdcf901b124fc6b77c3,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:55,5/24/22 12:00,IP Address,*******,100,271,TRUE,5/24/22 12:00,R_ULQfjHUcyDm7WfL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e3b8f110d41ad3a7bc35019,,,,,,,,,,Yes,No,No,No,,,,,"According to the research provided, use of Type 1 and Type 2 simulations in training programs results in 1% of trainees to become successful employees. With use of Type 2 case studies 70% of trainees to become successful employees. With use of Type 1 case studies, 85% of trainees to become successful employees.",,5e3b8f110d41ad3a7bc35019,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1c13e8e90702a3d35d39,80,No,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:55,5/24/22 12:00,IP Address,*******,100,328,TRUE,5/24/22 12:00,R_2P1iSVUyr1ph3wi,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e35e9d6ad66f5000f75567f,Yes,Yes,No,No,Yes,No,No,No,"That reptol has a much great chance of reducing headaches. Than it’s counterpart Psylo, and that reptol has a great chance of reducing headaches when taken with food. ",,,,,,,,,,,5e35e9d6ad66f5000f75567f,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1bef91a73523e3b5b4d0,80,No,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:59,5/24/22 12:00,IP Address,*******,100,79,TRUE,5/24/22 12:00,R_21zgFhs5R0rnaOe,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f16ff89ea30c001ece617bc,,,,,,,,,,Yes,No,No,No,,,,,Training programs on weekends have higher success rates than those on weekdays,,5f16ff89ea30c001ece617bc,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1d05df55bc516b79f162,80,No,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 11:55,5/24/22 12:01,IP Address,*******,100,357,TRUE,5/24/22 12:01,R_21GtJWV8TkmlTP5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60a46cf64f3812c21ea9ed6c,Yes,Yes,No,No,,,,,Reptol reduces the severity of headaches in at least 50 % of customers. You are only suppose to stock medications that reduce severity of headaches by at least 50%.,,,,,,,,,,No,60a46cf64f3812c21ea9ed6c,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1bf22af28c865957279a,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:53,5/24/22 12:01,IP Address,*******,100,477,TRUE,5/24/22 12:01,R_2s53BPOkIZub5iB,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,579181fa913c71000197531b,,,,,,,,,,Yes,Yes,No,No,,,,,Training programs that use case studies are more successful than those that use simulations. The studies using case studies that take place on the weekends are 15% more successful than those that take place during the week. I think people have an easier time focusing during the weekend rather than fitting the training into their schedules. Simulated training appears to be unsuccessful. ,"No, all good. Thank you. ",579181fa913c71000197531b,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1b9cf36bf3429a8fa1ba,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 11:59,5/24/22 12:01,IP Address,*******,100,144,TRUE,5/24/22 12:01,R_QicttgOdulfs4x3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,613bced24539c8224fb0bcab,,,,,,,,,,Yes,Yes,No,No,,,,,Case studies work better than simulations do and the types do not have any relevance.,,613bced24539c8224fb0bcab,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1cff4bb494402509f2a7,50,Yes,85,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 11:58,5/24/22 12:01,IP Address,*******,100,208,TRUE,5/24/22 12:01,R_10AwIOVXSHS9I9O,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e683c4d6ca0f9000d3f35fe,Yes,No,No,No,,,,,I think that a product that reduces 98% of headaches is something that is very effective.  I think that more Reptol leads to a better reduction in headaches. ,,,,,,,,,,no,5e683c4d6ca0f9000d3f35fe,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1cc294633ccda0d45aea,80,No,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:00,5/24/22 12:02,IP Address,*******,100,135,TRUE,5/24/22 12:02,R_1PcuJ6Z7g3HDdpM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,57ac9e210493620001d3a277,Yes,Yes,No,No,,,,,Reptol reduces headache symptoms. Psylo does not. I would stock Reptol. I would not stock Psylo.,,,,,,,,,,No.,57ac9e210493620001d3a277,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1d29bef71b1671ce651a,50,Yes,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:56,5/24/22 12:02,IP Address,*******,100,342,TRUE,5/24/22 12:02,R_2e9Z1xtxgGEpxRz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60903dab9fa50372f9fd060f,Yes,Yes,No,No,,,,,Reptol type 1 and type 2 seem to reduce headaches. Psylo type 1 ans type 2 have a very low percent ability to reduce headache pain.,,,,,,,,,,,60903dab9fa50372f9fd060f,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1c5c54e2b0225281c2a3,50,Yes,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:00,5/24/22 12:03,IP Address,*******,100,180,TRUE,5/24/22 12:03,R_BJRIGOZ6X2lg9NL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ea9d795dec14d13eb7af3d9,,,,,,,,,,Yes,Yes,No,No,,,,,It seems like the Type of program does not matter. Program A and B are obviously effective at retaining successful employees regardless of the simulation type.,N/a,5ea9d795dec14d13eb7af3d9,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1d246e8e2a03faccec56,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:00,5/24/22 12:03,IP Address,*******,100,165,TRUE,5/24/22 12:03,R_2ci1CuwYHlgPxf1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5dd3eb4bc0823f3d043b96fb,Yes,No,No,No,,,,,Reptol Type 1 seemed to be the best in the studies while Psylo worked very poorly at under 1%.,,,,,,,,,,,5dd3eb4bc0823f3d043b96fb,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1d52712542256d602ff9,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:00,5/24/22 12:03,IP Address,*******,100,229,TRUE,5/24/22 12:03,R_pPMODaYuRSTRFPX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fbead0dc32181085395e4b3,,,,,,,,,,Yes,No,No,No,,,,,Case studies have the potential to give candidates a better grasp on how people interact and how situations actually play out which could lead to a more comprehensive way to train. Simulations on the other hand are just that simulations. They don’t provide any actual evidence to what the job or criteria for the job is like. It’s just a simulated scenario that may or may not have been true at some point. ,,5fbead0dc32181085395e4b3,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1d1a3bccf3dca1558c65,80,No,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:02,5/24/22 12:04,IP Address,*******,100,103,TRUE,5/24/22 12:04,R_UcoBRnkUbhEKNJD,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c0735ac0ea1410001a9d1c7,,,,,,,,,,Yes,Yes,No,No,,,,,Type 1 seems to be the most successful in the longrun,"None, thank you!",5c0735ac0ea1410001a9d1c7,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1dbb957188afd5902920,50,Yes,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:03,5/24/22 12:05,IP Address,*******,100,168,TRUE,5/24/22 12:05,R_1LuSmdEnLULLOBV,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60131babd3a5ad18ed8b15a3,Yes,Yes,No,No,,,,,"Reptol is effective with or without food, and Psylo isn't effective at all, either with food or without.",,,,,,,,,,,60131babd3a5ad18ed8b15a3,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1dd7a84ca325c76ae3c2,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 11:58,5/24/22 12:06,IP Address,*******,100,496,TRUE,5/24/22 12:06,R_3Rxylea3mJAhwvO,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d4320275a5b010001523979,Yes,No,No,No,,,,,The Reptol that was taken with food was very effective at reducing headache pain The Reptol that had to be taken without food was somewhat effective against headache but not good enough to be stocked.  Both versions of Psylo was not effective at all.,,,,,,,,,,No,5d4320275a5b010001523979,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1ca57128643ecc84fc6e,80,No,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:04,5/24/22 12:08,IP Address,*******,100,268,TRUE,5/24/22 12:08,R_0Tx5bTfHrcsP2iR,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d79375d794d900017671c07,Yes,No,No,No,,,,,Patients who took the headache medicine with Reptol as the main ingredient had morse success then those who took one with Psylo.  Specifically type-1 with Reptol was overall more effective. Though Type-1 with Psylo was close but not high enough efficacy,,,,,,,,,,,5d79375d794d900017671c07,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1e1ff426b496d8c7ae97,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:06,5/24/22 12:09,IP Address,*******,100,175,TRUE,5/24/22 12:09,R_10ZXK2fNfPNcH2g,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5df89cab69a117620a70f1ee,Yes,Yes,No,No,,,,,Different medication has different effect/ingredients ,,,,,,,,,,Na,5df89cab69a117620a70f1ee,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1e88780ebac0a6de04ea,50,Yes,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:04,5/24/22 12:09,IP Address,*******,100,272,TRUE,5/24/22 12:09,R_Xh5Wx7H090ScAE1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611b1b3fb0219bcb347523e1,Yes,No,No,No,,,,,I learned that Type-1 Reptol worked best in reducing headaches.,,,,,,,,,,,611b1b3fb0219bcb347523e1,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1e3fb067e4eee30bcf20,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:05,5/24/22 12:10,IP Address,*******,100,293,TRUE,5/24/22 12:10,R_2P4IXMsymtcqcSf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6112fe4912ec0b56918288fe,,,,,,,,,,Yes,Yes,No,No,,,,,Honestly I didn't learn much of anything because I was more focused on the percentage of successful hires instead of the kind of training program or when it took place.,nothing thank you,6112fe4912ec0b56918288fe,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1e5a5bb299ed30f76ece,50,Yes,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:06,5/24/22 12:10,IP Address,*******,100,208,TRUE,5/24/22 12:10,R_1BVZOUBENAKYOwt,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5589480afdf99b5ccca3c1ea,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,It appears that training type 1 and type 2 are more successful than the other programs. Type 2 produces a lesser result but still fairs better than the others. ,No,5589480afdf99b5ccca3c1ea,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1eb9c8a40b3727acff41,80,No,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:08,5/24/22 12:10,IP Address,*******,100,130,TRUE,5/24/22 12:10,R_3lxGr1ue561rlhy,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c0b388b9c7b1100015ab55f,Yes,Yes,No,No,,,,,I learned that Reptol is effective at improving most headaches. The medicine with Psylo as the ingredient was only effective 1 percent of the time.,,,,,,,,,,no,5c0b388b9c7b1100015ab55f,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1f07dbace601ba0e9c95,50,Yes,98,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:08,5/24/22 12:11,IP Address,*******,100,156,TRUE,5/24/22 12:11,R_swktyu0qjuOweOd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f3eeb74bfbc021a779796d2,Yes,Yes,No,No,,,,,Some medications must be taken with food or will cause upset stomachs or other issues.  Some ingredients are more effective than others.,,,,,,,,,,,5f3eeb74bfbc021a779796d2,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1f2ca72b5acce81025ec,50,Yes,85,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:05,5/24/22 12:11,IP Address,*******,100,365,TRUE,5/24/22 12:11,R_1iqTbI1nFzGuuDw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60b7a77ccd6f5c19f13e83e6,Yes,No,No,No,,,,,"The active ingredient Reptol Type-1 is most effective in reducing the severity of the patients' headaches. With this medication, 85% of patients experienced a reduction in the severity of headaches. Reptol Type-2 is less effective and only 70% of patients experienced a reduction in severity of headaches. Both types of Psylo are ineffective at reducing the severity. ",,,,,,,,,,,60b7a77ccd6f5c19f13e83e6,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1e70879528927a6f578d,80,No,85,pharma,proportionality,ingredient Type-1 Reptol,ingredient Type-2 Reptol,ingredient Type-1 Psylo,ingredient Type-2 Psylo,that both ingredients come in two types: Type-1 and Type-2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:07,5/24/22 12:11,IP Address,*******,100,262,TRUE,5/24/22 12:11,R_Z8Iz6IdKB1q4TVT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6136e715cf2e36f0dfb894e5,Yes,Yes,No,No,,,,,"Reptol, both taken with and without food, is drastically more efficient at alleviating headache pain.  Which form of Reptol is beneficial will depend on the patient's ability to hold down food at that time.",,,,,,,,,,,6136e715cf2e36f0dfb894e5,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1ed7612670624957f482,50,Yes,98,pharma,stability,ingredient Reptol and must be taken with food,ingredient Reptol and must be taken without food,ingredient Psylo and must be taken with food,ingredient Psylo and must be taken without food,either must be taken with food or must be taken without food,"and medicines containing either ingredient must taken with food or without food, depending on the medication"
5/24/22 12:08,5/24/22 12:11,IP Address,*******,100,216,TRUE,5/24/22 12:11,R_22zigvsr1BY5caW,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,55d234565bc5bc0005d90389,,,,,,,,,,Yes,No,No,No,,,,,"The simulations are next to useless. The case studies are good, but only the type-1 studies meet the requirements. ",,55d234565bc5bc0005d90389,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef11,628d1f0211580672325ec228,80,No,98,training,proportionality,Type-1 case studies,Type-2 case studies,Type-1 simulations,Type-2 simulations,that both simulations and case studies come in two types: Type-1 and Type 2,each of which come in one of two types: Type-1 and Type-2
5/24/22 12:04,5/24/22 12:13,IP Address,*******,100,491,TRUE,5/24/22 12:13,R_bjvB2x0nra16td7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5bab9236315e270001a408e1,,,,,,,,,,Yes,Yes,No,No,Yes,No,No,No,"According to the table I saw on the previous page, using case studies and doing the training on weekends seems to be highly successful. That success rate drops by 28% when the training takes place during the week, and it drops even more significantly when the training uses simulations instead of case studies. It seems that the choice between simulations and case studies seem to be the most important variable in whether the training program will be successful.",,5bab9236315e270001a408e1,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1e42e6542a4ee9e7e313,80,No,98,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:10,5/24/22 12:13,IP Address,*******,100,160,TRUE,5/24/22 12:13,R_RWtLUlHR7hP7xZv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611ab9f643ec1cea26df2ea1,,,,,,,,,,Yes,Yes,No,No,,,,,Trainings that take place on weekends have a higher success rate. Simulations are more helpful for trainings.,,611ab9f643ec1cea26df2ea1,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1f962008473211d13a14,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
5/24/22 12:10,5/24/22 12:13,IP Address,*******,100,206,TRUE,5/24/22 12:13,R_1Kw3JfICqyCGK3v,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6080f54b42dcabe9e1418fe3,,,,,,,,,,Yes,No,No,No,Yes,No,No,No,Case studies is more effective for learning than simulations are. The case studies that take place on weekends are more successful than ones that dont,,6080f54b42dcabe9e1418fe3,$0.60 ,3 minutes,628cf9bf368a7d6198f3ef12,628d1f7a867d79bb5a8bc6a9,50,Yes,85,training,stability,case studies and takes place on weekends,case studies and does not take place on weekends,simulations and takes place on weekends,simulations and does not take place on weekends,either take place on weekends or do not take place on weekends,and they either take place on weekends or do not take place on weekends
