StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck1,CompCheck2,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/20/23 14:23,4/20/23 14:28,IP Address,*******,100,303,TRUE,4/20/23 14:28,R_2OMv82MYeUZdNNp,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d1ea7e579b687001af802c6,995,910,Warrior,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",120,1,95,75,60,50,45,Warrior,no,$1.00 ,5 minutes,5d1ea7e579b687001af802c6,64418fa1704d272f0e168bab,64419f39e4a8ceee486080d4,high,100,900,"""Mushrooms are stronger than flowers.""",780,780
4/20/23 14:24,4/20/23 14:29,IP Address,*******,100,259,TRUE,4/20/23 14:29,R_3fTRWo0m1IMbbku,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d16ab9b59da87001ac41a61,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,0,31,28,27,17,15,Huntress,,$1.00 ,5 minutes,5d16ab9b59da87001ac41a61,64418fa1704d272f0e168bab,64419f775824505c817d5648,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",890,890
4/20/23 14:24,4/20/23 14:29,IP Address,*******,100,297,TRUE,4/20/23 14:29,R_3PCRA5ljXNG8vmN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c0abcc49f5dfb00011cf6a6,995,910,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,80,1,90,85,70,10,5,Siren,,$1.00 ,5 minutes,5c0abcc49f5dfb00011cf6a6,64418fa1704d272f0e168bab,64419f61c6a320d7084030a7,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",820,820
4/20/23 14:22,4/20/23 14:29,IP Address,*******,100,423,TRUE,4/20/23 14:29,R_0CmMSxFB1vPY1q1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5aea9bcf5822e100014abc54,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,50,3,82,81,80,19,17,Huntress,,$1.00 ,5 minutes,5aea9bcf5822e100014abc54,64418fa1704d272f0e168baa,64419edee50bcf5e2576619b,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",850,950
4/20/23 14:19,4/20/23 14:30,IP Address,*******,100,607,TRUE,4/20/23 14:30,R_3dM1qAMz1qVSpin,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e1276f7e69d0a912635da16,905,910,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,81,3,82,81,80,19,17,Siren,"I was not sure if I had to offer the max value of the remedy, or if I could offer a lower max value as I would not start at the top of the range in a negotiation.",$1.00 ,5 minutes,5e1276f7e69d0a912635da16,64418fa1704d272f0e168bab,64419e618f49916c22186d25,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",819,919
4/20/23 14:27,4/20/23 14:30,IP Address,*******,100,181,TRUE,4/20/23 14:30,R_ahimmom4FLodUFX,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62d4c5676e4f202832300e40,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",3,2,1,2,3,5,4,Wizard,,$1.00 ,5 minutes,62d4c5676e4f202832300e40,64418fa1704d272f0e168baa,6441a029982d40a34807319e,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",877,877
4/20/23 14:27,4/20/23 14:30,IP Address,*******,100,220,TRUE,4/20/23 14:30,R_3mn9vWWDcvGLh4q,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,636147ff2f921de691b08404,95,10,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,75,1,82,81,80,60,59,Wizard,,$1.00 ,5 minutes,636147ff2f921de691b08404,64418fa1704d272f0e168baa,6441a0122435b0eba793bbf9,low,120,900,"""Mushrooms are stronger than flowers.""",825,825
4/20/23 14:24,4/20/23 14:30,IP Address,*******,100,376,TRUE,4/20/23 14:30,R_2dEA1VPczDe7RM1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63b0644f614d18abfcfcacfe,995,910,Siren,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",100,2,120,91,76,30,1,Siren,"I wanted to remember all the particular details, but couldn’t.",$1.00 ,5 minutes,63b0644f614d18abfcfcacfe,64418fa1704d272f0e168bab,64419f7d61b7eb3a5619f8a3,high,120,900,"""Mushrooms are stronger than flowers.""",800,800
4/20/23 14:28,4/20/23 14:31,IP Address,*******,100,182,TRUE,4/20/23 14:31,R_3pnEcXJvY3VMQQQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60a89e4018424e53824f0658,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,86,2,83,81,80,19,17,Huntress,no,$1.00 ,5 minutes,60a89e4018424e53824f0658,64418fa1704d272f0e168baa,6441a04c4b01e395829feff6,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",814,814
4/20/23 14:28,4/20/23 14:31,IP Address,*******,100,173,TRUE,4/20/23 14:31,R_1K27ZCfFcjdzvAz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61126ae96d1d4e2b2571704d,995,910,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",80,1,90,81,63,30,1,Huntress,,$1.00 ,5 minutes,61126ae96d1d4e2b2571704d,64418fa1704d272f0e168bab,6441a056c215da6f7506f7ac,high,120,900,"""Mushrooms are stronger than flowers.""",820,820
4/20/23 14:23,4/20/23 14:31,IP Address,*******,100,482,TRUE,4/20/23 14:31,R_SHSZDkdix3P1zwJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f3c23cbcee6b3a3c4faff76,995,910,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",100,2,98,81,63,56,1,Bard,,$1.00 ,5 minutes,5f3c23cbcee6b3a3c4faff76,64418fa1704d272f0e168bab,64419f514f91bbc94f92bb02,high,120,900,"""Mushrooms are stronger than flowers.""",800,800
4/20/23 14:27,4/20/23 14:32,IP Address,*******,100,299,TRUE,4/20/23 14:32,R_3PLWfzHha2J9Xvm,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,620bda0aa922fc3f247f64c2,995,910,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",89,2,89,81,43,54,1,Huntress,no,$1.00 ,5 minutes,620bda0aa922fc3f247f64c2,64418fa1704d272f0e168bab,6441a00f3b133f461ca7b46d,high,100,900,"""Mushrooms are stronger than flowers.""",811,811
4/20/23 14:27,4/20/23 14:32,IP Address,*******,100,295,TRUE,4/20/23 14:32,R_r2Btlq88NkHKKMF,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f21d57a48386f1550a2e7c2,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",81,2,99,81,63,35,1,Warrior,Not at all. FANTASTIC concept! Best of luck in your research!!,$1.00 ,5 minutes,5f21d57a48386f1550a2e7c2,64418fa1704d272f0e168baa,64419fcdcfb32112a3a00515,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",819,919
4/20/23 14:30,4/20/23 14:33,IP Address,*******,100,180,TRUE,4/20/23 14:33,R_2uwINvbGGZlKxXB,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63fdb855f43e1eae1db39fa4,995,910,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,200,1,82,81,80,17,15,Wizard,No,$1.00 ,5 minutes,63fdb855f43e1eae1db39fa4,64418fa1704d272f0e168baa,6441a0c522285641e188c197,low,120,900,"""Mushrooms are stronger than flowers.""",700,700
4/20/23 14:30,4/20/23 14:33,IP Address,*******,100,157,TRUE,4/20/23 14:33,R_3DvGQI6VFNFXlOJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6111b27e123039e968795ea8,995,910,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",30,3,63,55,43,35,1,Huntress,,$1.00 ,5 minutes,6111b27e123039e968795ea8,64418fa1704d272f0e168bab,6441a0e2636cf04dcd7c04d5,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",870,870
4/20/23 14:28,4/20/23 14:33,IP Address,*******,100,310,TRUE,4/20/23 14:33,R_1NCZlgacoQzGOdj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e9273fc26ded40e3b92f873,995,910,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,81,-2,82,81,80,19,17,Wizard,,$1.00 ,5 minutes,5e9273fc26ded40e3b92f873,64418fa1704d272f0e168bab,6441a04b6e0410ee5409b30b,low,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",799,899
4/20/23 14:25,4/20/23 14:33,IP Address,*******,100,482,TRUE,4/20/23 14:33,R_3imSgfIYNoyEwLc,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63c5a43f0cb13f00f8e8de1f,995,910,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,50,-1,81,80,70,65,60,Siren,Just trying to remembering the cost of remedies ,$1.00 ,5 minutes,63c5a43f0cb13f00f8e8de1f,64418fa1704d272f0e168bab,64419fa38e51af76912cd6d9,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",850,850
4/20/23 14:28,4/20/23 14:33,IP Address,*******,100,323,TRUE,4/20/23 14:33,R_T1I6Z2VBybuEs3n,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6277d668f802ce2db067e77e,995,910,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,81,-2,82,81,79,19,17,Huntress,,$1.00 ,5 minutes,6277d668f802ce2db067e77e,64418fa1704d272f0e168bab,6441a05092bc2928b3766179,low,120,900,"""Mushrooms are stronger than flowers.""",819,819
4/20/23 14:28,4/20/23 14:34,IP Address,*******,100,389,TRUE,4/20/23 14:34,R_3qIRdPx23FIkWQo,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,614f2f29118a9a855101de9d,995,910,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",80,-1,99,80,60,30,1,Huntress,,$1.00 ,5 minutes,614f2f29118a9a855101de9d,64418fa1704d272f0e168bab,6441a048df9e5d3e04767b1d,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",820,820
4/20/23 14:30,4/20/23 14:34,IP Address,*******,100,236,TRUE,4/20/23 14:34,R_pLzaPXr4yJjdAlP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6365b9324ce52c4f38eed7a0,995,910,Siren,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,50,1,180,180,180,60,60,Siren,,$1.00 ,5 minutes,6365b9324ce52c4f38eed7a0,64418fa1704d272f0e168bab,6441a0f7994ce9f15a92bb06,low,100,900,"""Mushrooms are stronger than flowers.""",850,850
4/20/23 14:33,4/20/23 14:35,IP Address,*******,100,143,TRUE,4/20/23 14:35,R_2SxESPhgZ2P1YJw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63ea64717d434a360e005906,995,910,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",50,2,100,83,61,23,1,Bard,,$1.00 ,5 minutes,63ea64717d434a360e005906,64418fa1704d272f0e168baa,6441a1879964a536be930dbc,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",830,830
4/20/23 14:31,4/20/23 14:35,IP Address,*******,100,265,TRUE,4/20/23 14:35,R_2E7b6NCaT2QqrPu,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5bba20fd9672860001e260b6,995,910,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,100,1,98,75,65,35,17,Warrior,,$1.00 ,5 minutes,5bba20fd9672860001e260b6,64418fa1704d272f0e168baa,6441a1166610904ce519f8bd,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:28,4/20/23 14:36,IP Address,*******,100,478,TRUE,4/20/23 14:36,R_3mn7r3xeiFNzzjB,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5daf758895628c0017e6e1f9,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",81,1,99,81,63,35,1,Wizard,No all went well thanks,$1.00 ,5 minutes,5daf758895628c0017e6e1f9,64418fa1704d272f0e168bab,6441a05560dbaa2deca76e64,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",799,899
4/20/23 14:34,4/20/23 14:36,IP Address,*******,100,164,TRUE,4/20/23 14:36,R_2i8gHAYXbN5SItb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ed273dba2d0730b1d9c79d6,995 health points,910 health points,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,60,3,82,81,79,17,12,Wizard,,$1.00 ,5 minutes,5ed273dba2d0730b1d9c79d6,64418fa1704d272f0e168baa,6441a1b63fd298607fa7b418,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",840,840
4/20/23 14:33,4/20/23 14:37,IP Address,*******,100,222,TRUE,4/20/23 14:37,R_0BQDGjR3nC52BtD,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61074792728f0f9e791ad083,995,910,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,100,2,100,81,60,40,20,Warrior,Not really,$1.00 ,5 minutes,61074792728f0f9e791ad083,64418fa1704d272f0e168baa,6441a164f481f9b8927d55f5,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:32,4/20/23 14:37,IP Address,*******,100,330,TRUE,4/20/23 14:37,R_1dFTXpMCgEtPDu6,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5eb1e9b96c1f4713ed5d0a1e,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",65,2,63,58,45,34,1,Warrior,No,$1.00 ,5 minutes,5eb1e9b96c1f4713ed5d0a1e,64418fa1704d272f0e168bab,6441a144327f58227bf08903,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",815,815
4/20/23 14:34,4/20/23 14:37,IP Address,*******,100,180,TRUE,4/20/23 14:37,R_32ILBqwOAanSsCI,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5bba370b6130300001e3708e,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,60,1,86,82,76,19,17,Huntress,,$1.00 ,5 minutes,5bba370b6130300001e3708e,64418fa1704d272f0e168bab,6441a1df2bfc834b487661b0,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",840,840
4/20/23 14:24,4/20/23 14:37,IP Address,*******,100,813,TRUE,4/20/23 14:37,R_1rpkZQXDQ5eYSas,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f0ef084d3d74e000a96af10,995,910,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,50,1,82,81,80,19,17,Warrior,,$1.00 ,5 minutes,5f0ef084d3d74e000a96af10,64418fa1704d272f0e168baa,64419f6a2833fa1467846a88,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",850,950
4/20/23 14:18,4/20/23 14:38,IP Address,*******,100,1213,TRUE,4/20/23 14:38,R_3GD4FRXEmqptU6c,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62eff8235ccfda08200e062c,995,910,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,100,0,100,85,70,19,17,Wizard,,$1.00 ,5 minutes,62eff8235ccfda08200e062c,64418fa1704d272f0e168baa,64419df151aa147ea6e915ea,low,120,900,"""Mushrooms are stronger than flowers.""",800,800
4/20/23 14:34,4/20/23 14:38,IP Address,*******,100,261,TRUE,4/20/23 14:38,R_Y47gDJcuol6gWGJ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d96d5957cdd8a417721253,995,910,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",80,1,95,81,63,35,1,Bard,No,$1.00 ,5 minutes,63d96d5957cdd8a417721253,64418fa1704d272f0e168baa,6441a1b2374a43c8c9186d3b,high,120,900,"""Mushrooms are stronger than flowers.""",820,820
4/20/23 14:36,4/20/23 14:40,IP Address,*******,100,207,TRUE,4/20/23 14:40,R_2786bqgQJMVl7hf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ef78f819d93424af2af742b,995,910,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",50,3,100,80,35,20,1,Warrior,"Nothing at all, honestly it was really fun. ",$1.00 ,5 minutes,5ef78f819d93424af2af742b,64418fa1704d272f0e168baa,6441a250f481f9b8927d561f,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",850,850
4/20/23 14:24,4/20/23 14:40,IP Address,*******,100,991,TRUE,4/20/23 14:40,R_3m1Y1nuTlHdu8NP,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,628fad739bf6372c9d4c523e,95,910,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,50,0,25,38,87,65,17,Warrior,N/A,$1.00 ,5 minutes,628fad739bf6372c9d4c523e,64418fa1704d272f0e168baa,64419f2b7e89dc951094eee1,low,120,900,"""Mushrooms are stronger than flowers.""",850,850
4/20/23 14:29,4/20/23 14:40,IP Address,*******,100,700,TRUE,4/20/23 14:40,R_3JIwZUFJo90SavM,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d803fe12fac7c6d3d14012,995,910,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",80,3,100,80,60,41,32,Bard,,$1.00 ,5 minutes,63d803fe12fac7c6d3d14012,64418fa1704d272f0e168baa,6441a07dca48096c84186d3e,high,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",800,800
4/20/23 14:38,4/20/23 14:40,IP Address,*******,100,133,TRUE,4/20/23 14:40,R_4NFjhrcOkmuzvB7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63162bda14b96736b08a554d,995,910,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,50,1,82,81,80,19,17,Siren,,$1.00 ,5 minutes,63162bda14b96736b08a554d,64418fa1704d272f0e168bab,6441a2bf7d85ef36a27436ea,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",850,950
4/20/23 14:36,4/20/23 14:41,IP Address,*******,100,252,TRUE,4/20/23 14:41,R_2uJ1iw0Wz0glSvo,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c4e9decc477f10001d90ac9,995,910,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",75,-2,99,80,63,35,1,Huntress,no,$1.00 ,5 minutes,5c4e9decc477f10001d90ac9,64418fa1704d272f0e168bab,6441a26249b572d285f08931,high,120,900,"""Mushrooms are stronger than flowers.""",825,825
4/20/23 14:32,4/20/23 14:41,IP Address,*******,100,579,TRUE,4/20/23 14:41,R_3eze4Ff4pRzjwOW,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a524a3bac5624000153629c,995,910,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,90,2,87,81,71,17,5,Huntress,,$1.00 ,5 minutes,5a524a3bac5624000153629c,64418fa1704d272f0e168bab,6441a1479dd0c0baeaa004de,low,120,880,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",790,790
4/20/23 14:37,4/20/23 14:42,IP Address,*******,100,305,TRUE,4/20/23 14:42,R_3nN0aoVpp15wkKC,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cde05a1c194e8001c7ada75,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",90,3,100,90,75,60,40,Wizard,No,$1.00 ,5 minutes,5cde05a1c194e8001c7ada75,64418fa1704d272f0e168bab,6441a267e64b8dfb69eba81d,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",810,810
4/20/23 14:39,4/20/23 14:42,IP Address,*******,100,190,TRUE,4/20/23 14:42,R_2uX8WvCM6S3Iwkd,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61080d1c39e080da7841eade,995,910,Siren,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",85,1,90,81,63,35,9,Siren,nope,$1.00 ,5 minutes,61080d1c39e080da7841eade,64418fa1704d272f0e168bab,6441a2f5245c76fe718d0d28,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",815,815
4/20/23 14:40,4/20/23 14:42,IP Address,*******,100,170,TRUE,4/20/23 14:42,R_1lhLKvDNdEbe6xx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,546e72bafdf99b2b8df98426,995,910,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",30,1,81,70,30,5,1,Bard,,$1.00 ,5 minutes,546e72bafdf99b2b8df98426,64418fa1704d272f0e168bab,6441a32157d3745f08fd7bb9,high,120,900,"""Mushrooms are stronger than flowers.""",870,870
4/20/23 14:40,4/20/23 14:43,IP Address,*******,100,178,TRUE,4/20/23 14:43,R_2riRdSeFFW7gbu5,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,611fdd2cb6ad06b50c2de068,995,910,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,50,1,83,82,81,17,15,Wizard,no,$1.00 ,5 minutes,611fdd2cb6ad06b50c2de068,64418fa1704d272f0e168baa,6441a31ca2dca178d306f7b4,low,120,900,"""Mushrooms are stronger than flowers.""",850,850
4/20/23 14:38,4/20/23 14:43,IP Address,*******,100,249,TRUE,4/20/23 14:43,R_9praovHvlKukAzT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6099cd576086c446e03ee629,995,910,Bard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,120,2,100,80,60,19,10,Bard,"No, it was pretty smooth and easy.",$1.00 ,5 minutes,6099cd576086c446e03ee629,64418fa1704d272f0e168baa,6441a2d4ece8cbea083875ae,low,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",780,780
4/20/23 14:38,4/20/23 14:43,IP Address,*******,100,272,TRUE,4/20/23 14:43,R_2cin71vPv345CS7,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cf0493006fb120017ecf8b0,995,910,Bard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 100 Gold Coins.",,75,-1,83,81,80,19,17,Bard,,$1.00 ,5 minutes,5cf0493006fb120017ecf8b0,64418fa1704d272f0e168bab,6441a2ca4bf9bf39d2b44dac,low,120,900,"""Mushrooms are stronger than flowers.""",825,825
4/20/23 14:39,4/20/23 14:43,IP Address,*******,100,260,TRUE,4/20/23 14:43,R_yEJocnAhYRGT2E1,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d13b6c6f400faae3922c44,995,910,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",65,1,120,81,63,34,1,Wizard,no,$1.00 ,5 minutes,63d13b6c6f400faae3922c44,64418fa1704d272f0e168baa,6441a2e334c3e33217930da7,high,100,900,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",835,835
