StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Consent,PID,CompCheck,CharSel,NoteCardChoice_LL,NoteCardChoice_HL,NamedPrice,HowHelpful_4,Q98_1,Q98_2,Q98_3,Q98_4,Q98_5,Checker,Feedback,pay,time,PROLIFIC_PID,STUDY_ID,SESSION_ID,loss,cost,coins1,notes,coins2,coins3
4/18/23 8:01,4/18/23 8:04,IP Address,*******,100,216,TRUE,4/18/23 8:04,R_1eRDBALXfZVAiMm,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62bafdef8703eeda6f15f982,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,-3,9,8,7,2,1,Wizard,NA,$1.00 ,5 minutes,62bafdef8703eeda6f15f982,643e94504237931b59924833,643ea2a9f398ccfbe1dcc7f5,low,20,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:03,4/18/23 8:05,IP Address,*******,100,122,TRUE,4/18/23 8:05,R_Ubcba5FCRNQIjSx,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a542b96e0cf3d0001260df1,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",5,1,10,8,5,3,1,Bard,,$1.00 ,5 minutes,5a542b96e0cf3d0001260df1,643e94504237931b59924834,643ea33f30c08b8d9110e6ff,high,12,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:02,4/18/23 8:06,IP Address,*******,100,203,TRUE,4/18/23 8:06,R_22VVIpg9WksOupa,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5e2ba083f420f01f6e81c5ae,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,2,9,8,7,2,1,Huntress,,$1.00 ,5 minutes,5e2ba083f420f01f6e81c5ae,643e94504237931b59924834,643ea30714391b38fdc0d1bf,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:00,4/18/23 8:06,IP Address,*******,100,351,TRUE,4/18/23 8:06,R_3hxVTZTUCjy2Hsw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d531a1cf29927001a70a183,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",15,3,12,9,6,3,0,Wizard,No,$1.00 ,5 minutes,5d531a1cf29927001a70a183,643e94504237931b59924833,643ea2898e4dce507dd97dee,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",65,65
4/18/23 8:03,4/18/23 8:06,IP Address,*******,100,175,TRUE,4/18/23 8:06,R_1K3AQjBADJRzyk3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,61115b08ef95f323c6b9ba99,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,2,9,8,7,4,3,Wizard,,$1.00 ,5 minutes,61115b08ef95f323c6b9ba99,643e94504237931b59924834,643ea340197e2ed231be10a8,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:03,4/18/23 8:06,IP Address,*******,100,213,TRUE,4/18/23 8:06,R_2bTrcV32wa5Xo6i,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,60778adf13e3a5f0d0f655db,10,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,3,8,6,4,2,2,Warrior,no,$1.00 ,5 minutes,60778adf13e3a5f0d0f655db,643e94504237931b59924834,643ea31ceab3bfaef437c652,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:04,4/18/23 8:06,IP Address,*******,100,113,TRUE,4/18/23 8:06,R_sG1PpUDsuVrKD9n,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,609371fc24c531563322d57c,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,10,1,12,10,8,6,4,Wizard,,$1.00 ,5 minutes,609371fc24c531563322d57c,643e94504237931b59924833,643ea38474e2820a95da29d3,low,20,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:04,4/18/23 8:07,IP Address,*******,100,148,TRUE,4/18/23 8:07,R_242k6FQQjEzPpgE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,558966d3fdf99b74158d780d,86,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,12,10,8,3,1,Warrior,"No, it was fun!",$1.00 ,5 minutes,558966d3fdf99b74158d780d,643e94504237931b59924833,643ea3710b23ca177cbbbfb4,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:04,4/18/23 8:07,IP Address,*******,100,146,TRUE,4/18/23 8:07,R_eWMmfhvrB5Kr9lv,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,629e112d75f3665c8362ab6f,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,10,1,10,8,6,4,2,Wizard,,$1.00 ,5 minutes,629e112d75f3665c8362ab6f,643e94504237931b59924833,643ea37c766f4eaf64ab9422,low,12,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:06,4/18/23 8:08,IP Address,*******,100,108,TRUE,4/18/23 8:08,R_5nagWGFMDQJyotr,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,64015b86a1764cf737326eb7,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,0,8,8,8,8,8,Wizard,No,$1.00 ,5 minutes,64015b86a1764cf737326eb7,643e94504237931b59924833,643ea3d7b03d56f0e1fa6e7c,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",78,78
4/18/23 8:06,4/18/23 8:08,IP Address,*******,100,152,TRUE,4/18/23 8:08,R_SE4Nr0HGGQ2WojT,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5af309960eca060001b15b47,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,3,12,8,4,3,0,Warrior,Nothing was confusing! ,$1.00 ,5 minutes,5af309960eca060001b15b47,643e94504237931b59924833,643ea37bc38313d35ea49b7a,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:04,4/18/23 8:08,IP Address,*******,100,254,TRUE,4/18/23 8:08,R_XSyH2XkwRbvLPXj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f08ba4192c3fb10d8fb4bb6,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",10,2,12,10,8,6,3,Wizard,no,$1.00 ,5 minutes,5f08ba4192c3fb10d8fb4bb6,643e94504237931b59924834,643ea360e145a07c2c1782bd,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:06,4/18/23 8:08,IP Address,*******,100,144,TRUE,4/18/23 8:08,R_2S6OvzhJfZ2f7hN,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63bc5668e856a67c2cd471de,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,9,1,9,8,5,2,1,Huntress,,$1.00 ,5 minutes,63bc5668e856a67c2cd471de,643e94504237931b59924834,643ea3d3ab5da499c320e941,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",81,81
4/18/23 7:58,4/18/23 8:09,IP Address,*******,100,625,TRUE,4/18/23 8:09,R_2TWWOx9eQQDk46p,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,633f13e38809f1f9f5e4365c,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,7,3,9,7,5,2,1,Wizard,No,$1.00 ,5 minutes,633f13e38809f1f9f5e4365c,643e94504237931b59924833,643ea20dab5da499c320e8f4,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:04,4/18/23 8:09,IP Address,*******,100,259,TRUE,4/18/23 8:09,R_3CHKdyNpoJ7jC54,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5cc78069714158000168f17f,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,10,8,4,2,0,Huntress,no,$1.00 ,5 minutes,5cc78069714158000168f17f,643e94504237931b59924834,643ea37d0a085d39c53e7144,high,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",75,75
4/18/23 8:06,4/18/23 8:09,IP Address,*******,100,154,TRUE,4/18/23 8:09,R_12hVnyAltyoUtbj,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6095ed23bec8c0d7681c5d28,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,3,9,8,6,5,3,Siren,,$1.00 ,5 minutes,6095ed23bec8c0d7681c5d28,643e94504237931b59924834,643ea3e3eb1fe2dcb020c7b4,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:05,4/18/23 8:09,IP Address,*******,100,250,TRUE,4/18/23 8:09,R_111vvygENz1J9c6,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,629f6ccc8d2f359d8cb0eb14,95,Warrior,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,-1,11,9,7,3,1,Warrior,,$1.00 ,5 minutes,629f6ccc8d2f359d8cb0eb14,643e94504237931b59924833,643ea38ff63737e126caf17b,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",70,70
4/18/23 8:06,4/18/23 8:09,IP Address,*******,100,179,TRUE,4/18/23 8:09,R_1dALndgqGYxocEE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,613d46227c08cd3ecf3b0845,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,6,1,9,8,7,2,1,Wizard,no,$1.00 ,5 minutes,613d46227c08cd3ecf3b0845,643e94504237931b59924833,643ea3eac5a98b421d4cf871,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,92
4/18/23 8:04,4/18/23 8:09,IP Address,*******,100,302,TRUE,4/18/23 8:09,R_2EbmrjAIREpoW8C,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62f7cdb38b7eeb26308bae5b,90,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",6,0,12,10,8,6,4,Huntress,,$1.00 ,5 minutes,62f7cdb38b7eeb26308bae5b,643e94504237931b59924833,643ea36ea4eb09443f67a266,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:09,4/18/23 8:11,IP Address,*******,100,124,TRUE,4/18/23 8:11,R_2ckMFaV5xLsub9c,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d13b3934b1255e0954a471,95,Bard,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",5,2,10,8,4,3,0,Bard,,$1.00 ,5 minutes,63d13b3934b1255e0954a471,643e94504237931b59924834,643ea480a4ff75b9ceeea95b,high,12,90,"""Mushrooms are stronger than flowers.""",85,85
4/18/23 8:05,4/18/23 8:11,IP Address,*******,100,376,TRUE,4/18/23 8:11,R_1CpBwkk4PHD7Uip,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,558a035bfdf99b2d75651378,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",10,0,0,10,6,3,2,Huntress,No not at all,$1.00 ,5 minutes,558a035bfdf99b2d75651378,643e94504237931b59924834,643ea38fdc6eea887720c760,high,20,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:06,4/18/23 8:11,IP Address,*******,100,300,TRUE,4/18/23 8:11,R_2WujrvAPsSD9ciu,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62dea723c6db0370fd6c8229,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,12,10,8,5,2,Huntress,No,$1.00 ,5 minutes,62dea723c6db0370fd6c8229,643e94504237931b59924834,643ea3eca4eb09443f67a282,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:09,4/18/23 8:12,IP Address,*******,100,154,TRUE,4/18/23 8:12,R_sbNe0LtdI1RXNol,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62be632336006d96574e22ef,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,1,9,8,6,2,1,Wizard,,$1.00 ,5 minutes,62be632336006d96574e22ef,643e94504237931b59924833,643ea49d074b0f0c9f6b6745,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:08,4/18/23 8:12,IP Address,*******,100,235,TRUE,4/18/23 8:12,R_r9K8sgwpETW005b,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f331fb84158171233e6f0a3,95,Warrior,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,2,9,8,7,2,1,Warrior,nope,$1.00 ,5 minutes,5f331fb84158171233e6f0a3,643e94504237931b59924833,643ea44f2bdcfad14793bde9,low,20,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:06,4/18/23 8:12,IP Address,*******,100,382,TRUE,4/18/23 8:12,R_27UMuFfc1ByijKQ,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,609988bc8fb57fd6afdeaa9f,95,Siren,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",5,1,12,8,4,3,0,Siren,No,$1.00 ,5 minutes,609988bc8fb57fd6afdeaa9f,643e94504237931b59924834,643ea3b822cd64965dab1b2e,high,12,90,"""Mushrooms are stronger than flowers.""",85,95
4/18/23 8:09,4/18/23 8:12,IP Address,*******,100,182,TRUE,4/18/23 8:12,R_3pmXMlPZnNnxkrw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,6143c28b6d84339f28982fb5,95,Warrior,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",6,1,12,8,4,3,0,Warrior,,$1.00 ,5 minutes,6143c28b6d84339f28982fb5,643e94504237931b59924833,643ea4947067da40717eb61b,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",84,94
4/18/23 8:06,4/18/23 8:13,IP Address,*******,100,394,TRUE,4/18/23 8:13,R_scDDFoISI5Kxgt3,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62b5beb2634df44537eb05c3,150,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,10,2,12,10,8,6,2,Huntress,no,$1.00 ,5 minutes,62b5beb2634df44537eb05c3,643e94504237931b59924834,643ea3e69bc016d231929f30,low,20,90,"""Mushrooms are stronger than flowers.""",80,80
4/18/23 8:09,4/18/23 8:13,IP Address,*******,100,213,TRUE,4/18/23 8:13,R_2ZPSlZJAVtxYrsY,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5fea7e34e1506a5df25419ec,95,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",4,1,12,8,3,1,0,Bard,,$1.00 ,5 minutes,5fea7e34e1506a5df25419ec,643e94504237931b59924834,643ea4aea4af393dd3f096e0,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",86,86
4/18/23 8:10,4/18/23 8:14,IP Address,*******,100,246,TRUE,4/18/23 8:14,R_2pLIlhZmpsiXNzi,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,58e558cc728bea0001bbda24,95,Wizard,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,1,1,9,8,7,2,1,Wizard,no,$1.00 ,5 minutes,58e558cc728bea0001bbda24,643e94504237931b59924834,643ea4bf2dc9ee58fabb4ef9,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",79,89
4/18/23 8:06,4/18/23 8:14,IP Address,*******,100,461,TRUE,4/18/23 8:14,R_UVBIOndP1F4LnnH,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,637e4fc1594d2ded19f7e071,10,Bard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,7,-1,9,8,7,2,1,Bard,No,$1.00 ,5 minutes,637e4fc1594d2ded19f7e071,643e94504237931b59924834,643ea38bb0342f9f9dbcea5c,low,20,90,"""Mushrooms are stronger than flowers.""",83,93
4/18/23 8:08,4/18/23 8:14,IP Address,*******,100,355,TRUE,4/18/23 8:14,R_2YKRblN06xqc7aw,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5a3bf28afbc64300010a2530,10,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,12,8,4,3,0,Wizard,"Reading the directions of how the game works, I had to reread that a few times which is what allowed me to memorize the remedy and strength chart.",$1.00 ,5 minutes,5a3bf28afbc64300010a2530,643e94504237931b59924834,643ea467b172ac400d2cf2d3,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,90
4/18/23 8:09,4/18/23 8:14,IP Address,*******,100,339,TRUE,4/18/23 8:14,R_22n4cq9V74fhOhg,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,63d8d641a5a265b01a28716c,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,5,3,9,8,7,2,1,Siren,,$1.00 ,5 minutes,63d8d641a5a265b01a28716c,643e94504237931b59924834,643ea47b0cd3aa742a98ed82,low,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,93
4/18/23 8:14,4/18/23 8:16,IP Address,*******,100,113,TRUE,4/18/23 8:16,R_pt3mUQGYE3i0Gpb,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,62fe6312269d0e4ae894297b,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,2,12,8,4,0,3,Wizard,no,$1.00 ,5 minutes,62fe6312269d0e4ae894297b,643e94504237931b59924833,643ea5adfffda6acdc47efd5,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",85,85
4/18/23 8:14,4/18/23 8:16,IP Address,*******,100,99,TRUE,4/18/23 8:16,R_XNwFHOPTCjsCInf,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5c590bfb91c0ad0001d00c59,95,Huntress,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,10,1,12,9,8,8,7,Huntress,no,$1.00 ,5 minutes,5c590bfb91c0ad0001d00c59,643e94504237931b59924834,643ea3ff5d67a49e32182338,low,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",80,80
4/18/23 8:12,4/18/23 8:16,IP Address,*******,100,242,TRUE,4/18/23 8:16,R_2QKu4ZFkjxHyyZ4,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ff21e8299e7cf6d2d1a7f13,95,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,1,1,12,10,8,4,1,Huntress,,$1.00 ,5 minutes,5ff21e8299e7cf6d2d1a7f13,643e94504237931b59924833,643ea5540475b86faa67a269,low,12,90,"""Mushrooms are stronger than flowers.""",89,89
4/18/23 8:10,4/18/23 8:17,IP Address,*******,100,442,TRUE,4/18/23 8:17,R_1DpWewqcMGE3PEE,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f2d95153c1140074cc81b4c,95,Huntress,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",5,1,6,5,4,3,0,Huntress,,$1.00 ,5 minutes,5f2d95153c1140074cc81b4c,643e94504237931b59924834,643ea4bba5963d49d26dee60,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",83,83
4/18/23 8:13,4/18/23 8:17,IP Address,*******,100,238,TRUE,4/18/23 8:17,R_ANyEQ5yzW1zeezL,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5ea96c3da01cad04cfea50b6,95,Huntress,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",4,-1,12,8,4,3,0,Huntress,,$1.00 ,5 minutes,5ea96c3da01cad04cfea50b6,643e94504237931b59924834,643ea5862263268f33012849,high,20,90,"""Mushrooms are stronger than flowers.""",86,96
4/18/23 8:14,4/18/23 8:17,IP Address,*******,100,195,TRUE,4/18/23 8:17,R_3m9I7sYY1p5dpdO,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,633c2576bb250e8f0da2be0a,95,Wizard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",8,2,10,8,6,2,0,Wizard,,$1.00 ,5 minutes,633c2576bb250e8f0da2be0a,643e94504237931b59924833,643ea5bcfc6a9bd9050127ee,high,10,90,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:13,4/18/23 8:17,IP Address,*******,100,239,TRUE,4/18/23 8:17,R_2aqVuE3hhhVFZ9S,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f2a3a675f057c2215c7cc29,90,Bard,,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",6,1,10,8,6,3,0,Bard,,$1.00 ,5 minutes,5f2a3a675f057c2215c7cc29,643e94504237931b59924834,643ea58848bbf3967c5ec963,high,12,88,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",82,82
4/18/23 8:12,4/18/23 8:17,IP Address,*******,100,308,TRUE,4/18/23 8:17,R_1eXK4Y33OPsV1KB,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,620bdf8ca922fc3f247f7161,95,Wizard,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,8,2,9,8,7,2,1,Wizard,,$1.00 ,5 minutes,620bdf8ca922fc3f247f7161,643e94504237931b59924834,643ea55bf398ccfbe1dcc851,low,12,90,"""Mushrooms are stronger than flowers.""",82,92
4/18/23 8:13,4/18/23 8:17,IP Address,*******,100,276,TRUE,4/18/23 8:17,R_3Jy1URj1uIPxwbz,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,64135dd973059ee343197fef,95,Siren,"A note card that says ""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers."" Cost: ${e://Field/cost} Gold Coins.",,8,1,9,8,7,2,1,Siren,"No, actually the survey was fun.",$1.00 ,5 minutes,64135dd973059ee343197fef,643e94504237931b59924834,643ea57ee5d1e73293eea9b3,low,20,80,"""Green mushrooms are strongest, followed by yellow mushrooms, then purple mushrooms, then red flowers, then yellow flowers.""",72,82
4/18/23 8:13,4/18/23 8:18,IP Address,*******,100,325,TRUE,4/18/23 8:18,R_2a8D7juKiUH4IGO,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5d38fb96a2087f0019272bc0,95,Huntress,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",,5,1,9,8,7,2,1,Huntress,no,$1.00 ,5 minutes,5d38fb96a2087f0019272bc0,643e94504237931b59924834,643ea57ef3ddec821993bded,low,20,90,"""Mushrooms are stronger than flowers.""",85,95
4/18/23 8:05,4/18/23 8:18,IP Address,*******,100,822,TRUE,4/18/23 8:18,R_2f8orhUO8Wyybft,*******,*******,*******,*******,*******,*******,anonymous,EN,I consent,5f9ad972c3a1dd24704dd558,90,Siren,,"A note card that says ""Mushrooms are stronger than flowers."" Cost: 10 Gold Coins.",8,2,12,8,4,3,0,Siren,no,$1.00 ,5 minutes,5f9ad972c3a1dd24704dd558,643e94504237931b59924834,643ea394bab19d86aeab1b30,high,20,90,"""Mushrooms are stronger than flowers.""",82,92
